Date;DK0010181759;NL0011585146
13/01/2022;1129;251,01
12/01/2022;1128,5;258,41
11/01/2022;1129,5;254,34
10/01/2022;1138,5;254,22
07/01/2022;1118;257,02
06/01/2022;1139,5;261,58
05/01/2022;1151,5;262,79
04/01/2022;1152;269,19
03/01/2022;1155;259,49
30/12/2021;1129,5;256,83
29/12/2021;1126,5;257,8
28/12/2021;1123,5;257,5
27/12/2021;1121;258,14
23/12/2021;1111,5;253,46
22/12/2021;1119;250,7
21/12/2021;1096;249,02
20/12/2021;1085;249,6
17/12/2021;1089;252,51
16/12/2021;1092;256,58
15/12/2021;1088;260,47
14/12/2021;1080;253,31
13/12/2021;1054;258,4
10/12/2021;1030,5;261,3
09/12/2021;1039;260,25
08/12/2021;1044;267,07
07/12/2021;1044;265,9
06/12/2021;1043,5;258,53
03/12/2021;1015,5;258,81
02/12/2021;1023,5;262,48
01/12/2021;1026;256,86
30/11/2021;1020;260,46
29/11/2021;1063;265,77
26/11/2021;1062;262,71
25/11/2021;1092,5;268,33
24/11/2021;1073;268,33
23/11/2021;1059,5;266,96
22/11/2021;1077,5;275,3
19/11/2021;1078;271,31
18/11/2021;1097;265,8
17/11/2021;1101;266,28
16/11/2021;1113,5;257,89
15/11/2021;1112;258,85
12/11/2021;1107;258,57
11/11/2021;1096;258,1
10/11/2021;1094;252,98
09/11/2021;1100;256,67
08/11/2021;1094,5;260,73
05/11/2021;1099,5;262,52
04/11/2021;1100;257,33
03/11/2021;1104,5;255,68
02/11/2021;1109;248,81
01/11/2021;1089,5;239,74
29/10/2021;1061,5;237,17
28/10/2021;1080,5;235,06
27/10/2021;1073;231,44
26/10/2021;1070,5;230
25/10/2021;1054;231,01
22/10/2021;1062;223
21/10/2021;1042;224,61
20/10/2021;1058;223,04
19/10/2021;1056,5;224,69
18/10/2021;1059;222,4
15/10/2021;1072;224,42
14/10/2021;1075,5;223,34
13/10/2021;1091;214,05
12/10/2021;1067;215,62
11/10/2021;1062;215,16
08/10/2021;1079,5;212,9
07/10/2021;1084;211,22
06/10/2021;1063;207,58
05/10/2021;1056;209,71
04/10/2021;1042,5;207,24
01/10/2021;1035,5;209,19
30/09/2021;1049,5;209,12
29/09/2021;1045;209,38
28/09/2021;1045;211,31
27/09/2021;1045;216,55
24/09/2021;1042,5;217,46
23/09/2021;1045;217,12
22/09/2021;1039,5;215,84
21/09/2021;1030,5;214,71
20/09/2021;1000;213,17
17/09/2021;1008,5;216,39
16/09/2021;1009;218,86
15/09/2021;1002;221,48
14/09/2021;1019,5;220,78
13/09/2021;1056,5;219,29
10/09/2021;1058,5;219,1
09/09/2021;1080,5;219,55
08/09/2021;1082;219,34
07/09/2021;1086;220,53
06/09/2021;1096;218,78
03/09/2021;1088,5;218,78
02/09/2021;1100,5;219,52
01/09/2021;1110;217,47
31/08/2021;1099,5;217,4
30/08/2021;1103;217,59
27/08/2021;1097,5;216,32
26/08/2021;1086,5;214,64
25/08/2021;1088;217,98
24/08/2021;1100,5;215,09
23/08/2021;1097,5;217,14
20/08/2021;1083;214,12
19/08/2021;1094;213,16
18/08/2021;1132;218,35
17/08/2021;1107;219,25
16/08/2021;1107,5;225,87
13/08/2021;1097;225,88
12/08/2021;1086,5;223,25
11/08/2021;1094;224,04
10/08/2021;1105;221,2
09/08/2021;1109,5;222,12
06/08/2021;1115;219,46
05/08/2021;1126;219,42
04/08/2021;1129;211,74
03/08/2021;1125,5;211,3
02/08/2021;1147,5;212,15
30/07/2021;1159,5;218,29
29/07/2021;1178;216,24
28/07/2021;1177;212,24
27/07/2021;1169,5;211,39
26/07/2021;1165;211,99
23/07/2021;1169;212,11
22/07/2021;1157;207,21
21/07/2021;1155;205,61
20/07/2021;1144;204,14
19/07/2021;1135,5;204,11
16/07/2021;1165;206,89
15/07/2021;1164;206,84
14/07/2021;1171,5;210,32
13/07/2021;1182,5;209,66
12/07/2021;1174;209,58
09/07/2021;1158,5;209,08
08/07/2021;1164;205,66
07/07/2021;1183,5;207,03
06/07/2021;1177,5;205,86
05/07/2021;1176;206,79
02/07/2021;1176;206,79
01/07/2021;1178;203,56
30/06/2021;1169;206,05
29/06/2021;1178;206,87
28/06/2021;1180,5;205,42
25/06/2021;1167;204,22
24/06/2021;1169;203,28
23/06/2021;1160;200,11
22/06/2021;1161;201,49
21/06/2021;1155,5;202,18
18/06/2021;1158,5;200,09
17/06/2021;1164,5;200,92
16/06/2021;1178,5;202,75
15/06/2021;1151;204,5
14/06/2021;1138;205,28
11/06/2021;1135,5;211,31
10/06/2021;1133;211,65
09/06/2021;1126;212,18
08/06/2021;1105;218,82
07/06/2021;1107,5;219,37
04/06/2021;1106,5;216,88
03/06/2021;1104,5;215,43
02/06/2021;1114;214,41
01/06/2021;1116;212,7
31/05/2021;1116;210,91
28/05/2021;1122;210,91
27/05/2021;1119;210
26/05/2021;1113,5;212,52
25/05/2021;1115,5;213,01
21/05/2021;1121;211,23
20/05/2021;1118,5;208,1
19/05/2021;1109;202,75
18/05/2021;1117;203,58
17/05/2021;1119,5;201,65
12/05/2021;1121;195,57
11/05/2021;1097;197,88
10/05/2021;1121;199,56
07/05/2021;1122;200,5
06/05/2021;1107,5;200,11
05/05/2021;1091,5;203,25
04/05/2021;1097;202,98
03/05/2021;1099,5;217,98
29/04/2021;1085,5;216,45
28/04/2021;1077;217,58
27/04/2021;1060,5;218,95
26/04/2021;1072;218,05
23/04/2021;1084,5;215,9
22/04/2021;1085,5;213,08
21/04/2021;1078,5;214,75
20/04/2021;1046,5;209,85
19/04/2021;1058,5;212,2
16/04/2021;1057;212
15/04/2021;1061,5;210,95
14/04/2021;1045,5;207,42
13/04/2021;1046,5;210,2
12/04/2021;1045,5;211,98
09/04/2021;1050,5;209,2
08/04/2021;1021,5;209,17
07/04/2021;1000,5;208,8
06/04/2021;1003;209,19
31/03/2021;974,6;209,28
30/03/2021;986,6;208,77
29/03/2021;981,4;204,43
26/03/2021;974,6;204,26
25/03/2021;965,8;203,95
24/03/2021;982;200,35
23/03/2021;989;202,82
22/03/2021;987,4;208,06
19/03/2021;993,4;197,06
18/03/2021;988,6;194,65
17/03/2021;982;197,54
16/03/2021;983;196,62
15/03/2021;1006,5;195,63
12/03/2021;1006;195,81
11/03/2021;1009;196,82
10/03/2021;1012;191,83
09/03/2021;1006,5;193,03
08/03/2021;991,2;188,52
05/03/2021;991,4;188,9
04/03/2021;983,4;187,78
03/03/2021;969,6;191,45
02/03/2021;975;196,48
01/03/2021;989,4;197,7
26/02/2021;970;197,38
25/02/2021;995;194,83
24/02/2021;987,4;196,41
23/02/2021;991,2;196,81
22/02/2021;985,4;196,72
19/02/2021;1005,5;198,29
18/02/2021;1006,5;199,45
17/02/2021;1009,5;199,93
16/02/2021;992;201,97
15/02/2021;988,6;205,35
12/02/2021;961;205,35
11/02/2021;965,4;204,93
10/02/2021;958,2;207,15
09/02/2021;971,2;209,18
08/02/2021;975,8;208,68
05/02/2021;964,8;202,68
04/02/2021;932;201,33
03/02/2021;925;200
02/02/2021;926,8;207,79
01/02/2021;910,2;216,99
29/01/2021;900,2;208,18
28/01/2021;916,8;206,98
27/01/2021;905,4;207,25
26/01/2021;924,6;208,5
25/01/2021;926;210,16
22/01/2021;931;212,07
21/01/2021;933,2;216,14
20/01/2021;946,4;213,65
19/01/2021;925;210,43
18/01/2021;941,4;210,07
15/01/2021;922,8;210,07
14/01/2021;921;216,16
13/01/2021;921,6;221,69
12/01/2021;912;217,96
11/01/2021;914,6;217,96
08/01/2021;939,2;217,97
07/01/2021;940,8;222,1
06/01/2021;947,2;221,75
05/01/2021;972,2;226,08
04/01/2021;965,6;227,01
30/12/2020;975,2;229,69
29/12/2020;983,6;229,64
28/12/2020;969,8;228,61
23/12/2020;952,8;225,34
22/12/2020;950,6;227,54
21/12/2020;947,4;224,64
18/12/2020;964;225,73
17/12/2020;967,2;223,73
16/12/2020;949,6;222,19
15/12/2020;947,4;221,03
14/12/2020;953;216,4
11/12/2020;940;214,89
10/12/2020;943;213,93
09/12/2020;950;214,95
08/12/2020;933,2;214
07/12/2020;931,4;210,66
04/12/2020;941,6;210,34
03/12/2020;934,6;215,35
02/12/2020;937,2;214,77
01/12/2020;928,2;214,39
30/11/2020;928,4;211,11
27/11/2020;939,8;212,74
26/11/2020;925,8;212,39
25/11/2020;930,2;212,39
24/11/2020;935;210,3
23/11/2020;935,8;209,96
20/11/2020;943,6;209,74
19/11/2020;946,4;214,17
18/11/2020;958;214,03
17/11/2020;963,6;210,35
16/11/2020;967,2;207,67
13/11/2020;945,4;206,69
12/11/2020;955;205,48
11/11/2020;965,2;209,27
10/11/2020;949,2;204,6
09/11/2020;917,8;205,8
06/11/2020;857;208
05/11/2020;862,4;207,09
04/11/2020;853,4;202,2
03/11/2020;826,2;196,01
02/11/2020;817;183,18
30/10/2020;809;178,42
29/10/2020;820;178,57
28/10/2020;824,2;177,12
27/10/2020;836,2;185,34
26/10/2020;845,8;185,42
23/10/2020;854;189,97
22/10/2020;840,2;190,1
21/10/2020;841;189,93
20/10/2020;871,6;192,54
19/10/2020;870,8;189,37
16/10/2020;867,8;192,52
15/10/2020;875,2;187,71
14/10/2020;890,6;185,76
13/10/2020;896,2;184,19
12/10/2020;903,6;184,9
09/10/2020;890;182,84
08/10/2020;890,4;181,32
07/10/2020;866,2;183,4
06/10/2020;878;176,49
05/10/2020;878,2;182,63
02/10/2020;869,4;180,87
01/10/2020;865,8;184,6
30/09/2020;856;184,09
29/09/2020;852,2;182,35
28/09/2020;858;183,28
25/09/2020;842,6;181,25
24/09/2020;840;182,83
23/09/2020;837,2;181,58
22/09/2020;841,8;183,3
21/09/2020;835,2;184,1
18/09/2020;866,6;187,92
17/09/2020;887;190,14
16/09/2020;869,6;188,85
15/09/2020;863,8;191,58
14/09/2020;861,4;191,99
11/09/2020;854,4;191,72
10/09/2020;866;187,86
09/09/2020;862;189,42
08/09/2020;865,4;185,84
07/09/2020;880;191,74
04/09/2020;871;191,74
03/09/2020;885,6;190,97
02/09/2020;869;196,69
01/09/2020;860;195,57
31/08/2020;876,6;194,75
28/08/2020;870,2;196,3
27/08/2020;888,2;195,51
26/08/2020;887,4;199,29
25/08/2020;896,4;197,31
24/08/2020;882;195,43
21/08/2020;868,6;193,81
20/08/2020;875,8;195,02
19/08/2020;891,4;194,71
18/08/2020;874,4;196,3
17/08/2020;875,8;197,19
14/08/2020;881,2;194,3
13/08/2020;885,6;194,32
12/08/2020;940;192,63
11/08/2020;921,4;185,49
10/08/2020;905,4;184,25
07/08/2020;915;185,95
06/08/2020;913,4;186,64
05/08/2020;927;186,73
04/08/2020;925,2;185,51
03/08/2020;928;186,45
31/07/2020;928;181,7
30/07/2020;944,8;181,02
29/07/2020;946,8;182,2
28/07/2020;937,8;178,89
27/07/2020;933,4;179,93
24/07/2020;935;179,19
23/07/2020;944,2;182,18
22/07/2020;942;183,03
21/07/2020;937,4;180,85
20/07/2020;933,4;180,79
17/07/2020;935,2;177,56
16/07/2020;946,2;177,39
15/07/2020;952;179
14/07/2020;929,8;178,1
13/07/2020;932,4;176,33
10/07/2020;926,6;179
09/07/2020;871;177,56
08/07/2020;883,6;175,91
07/07/2020;887,4;173,51
06/07/2020;886,8;176,01
03/07/2020;887,2;172,16
02/07/2020;884;172,16
01/07/2020;872,8;171,94
30/06/2020;876,6;171,01
29/06/2020;866,2;170,98
26/06/2020;878,4;169,62
25/06/2020;873;170,09
24/06/2020;875;168,69
23/06/2020;905,6;173,05
22/06/2020;890,4;171,45
19/06/2020;890,4;168,21
18/06/2020;898,6;168,58
17/06/2020;896,6;169,81
16/06/2020;877,6;169,69
15/06/2020;855,4;169,7
12/06/2020;867;167,89
11/06/2020;867,6;165,29
10/06/2020;895,8;175,68
09/06/2020;905;174,51
08/06/2020;929,4;172,6
04/06/2020;900,6;173,99
03/06/2020;905;176,19
02/06/2020;889,8;171,21
29/05/2020;866,6;168,71
28/05/2020;889,2;166,69
27/05/2020;869,8;163,37
26/05/2020;878,6;162,78
25/05/2020;851,6;160,48
20/05/2020;843,8;158,79
19/05/2020;830,6;158,25
18/05/2020;829,6;162,76
15/05/2020;804,2;157,39
14/05/2020;807;154,81
13/05/2020;820,8;154,76
12/05/2020;843,8;156,91
11/05/2020;839,4;160,05
07/05/2020;829,8;157,28
06/05/2020;844,2;155,7
05/05/2020;826,8;156,04
04/05/2020;822,6;158,53
30/04/2020;858,6;155,62
29/04/2020;841,2;157,25
28/04/2020;826,8;155,86
27/04/2020;815,4;158,5
24/04/2020;807,4;156,35
23/04/2020;822,6;157,02
22/04/2020;807,6;158,02
21/04/2020;812,2;153,15
20/04/2020;836;157,01
17/04/2020;836,4;161,34
16/04/2020;816,8;154,3
15/04/2020;813;150,6
14/04/2020;792;155,76
08/04/2020;792,8;154,01
07/04/2020;792;146,48
06/04/2020;800;147,01
03/04/2020;785;134,83
02/04/2020;751;141,85
01/04/2020;765,8;148,45
31/03/2020;769,8;152,57
30/03/2020;753;154,29
27/03/2020;718,8;150,03
26/03/2020;739,2;157,18
25/03/2020;710,8;154,06
24/03/2020;692,8;144,95
23/03/2020;697;129,5
20/03/2020;707,8;139,56
19/03/2020;677,4;136,7
18/03/2020;663,6;134,05
17/03/2020;710;136,61
16/03/2020;736,4;129,32
13/03/2020;745;142,28
12/03/2020;715,6;129,99
11/03/2020;784,4;143,04
10/03/2020;799,6;146,34
09/03/2020;828,6;137,73
06/03/2020;892,2;152,18
05/03/2020;920,6;154,19
04/03/2020;917,4;160,38
03/03/2020;912,8;156,73
02/03/2020;887,8;161,21
28/02/2020;887,6;157,75
27/02/2020;917,6;156,09
26/02/2020;940,8;159,9
25/02/2020;945,4;161,51
24/02/2020;968;162,99
21/02/2020;1010;172,9
20/02/2020;1027,5;177,85
19/02/2020;1021,5;179,21
18/02/2020;1017;177,67
17/02/2020;1016;173,26
14/02/2020;1025,5;173,26
13/02/2020;1016;172,31
12/02/2020;1009;173,79
11/02/2020;1008;171,16
10/02/2020;1002,5;167,55
07/02/2020;1002,5;166,76
06/02/2020;1003;168,8
05/02/2020;1004,5;167,88
04/02/2020;1002;168,53
03/02/2020;974;170,25
31/01/2020;986,4;168,82
30/01/2020;985,2;172,48
29/01/2020;1001;172,65
28/01/2020;993,8;171,25
27/01/2020;991,2;168,05
24/01/2020;1038,5;172,48
23/01/2020;1046;172,26
22/01/2020;1044,5;173,12
21/01/2020;1057;174,15
20/01/2020;1050,5;173,94
17/01/2020;1048,5;173,94
16/01/2020;1028,5;173,41
15/01/2020;1024,5;172,58
14/01/2020;1014;171,55
13/01/2020;1006;174,29
10/01/2020;997,8;171,31
09/01/2020;1000;169,91
08/01/2020;993;168,54
07/01/2020;1002;165,22
06/01/2020;1001;165,85
03/01/2020;989,8;166,73
02/01/2020;984,4;168,51
30/12/2019;993,8;165,3
27/12/2019;1005;168,72
23/12/2019;1007;168,59
20/12/2019;996,6;167,01
19/12/2019;984;166,52
18/12/2019;980,2;167,53
17/12/2019;975,8;167,43
16/12/2019;985,2;165,25
13/12/2019;962,4;163,93
12/12/2019;970,2;166,22
11/12/2019;979,6;165,23
10/12/2019;985;164,84
09/12/2019;987;163,68
06/12/2019;994,8;166,17
05/12/2019;986,2;166,94
04/12/2019;978,8;167,62
03/12/2019;992;168,02
02/12/2019;979,4;165,11
29/11/2019;975,6;168,27
28/11/2019;981,8;170,88
27/11/2019;986,6;170,88
26/11/2019;984,2;170,04
25/11/2019;975,2;167,66
22/11/2019;963,6;165,25
21/11/2019;960;165,41
20/11/2019;970,2;164,41
19/11/2019;969;164,22
18/11/2019;968,8;165,35
15/11/2019;966,6;167
14/11/2019;948,8;165,47
13/11/2019;959,8;163,86
12/11/2019;957;165,02
11/11/2019;952,8;164,4
08/11/2019;956;164,9
07/11/2019;947;164,96
06/11/2019;949;165,44
05/11/2019;950,8;165,6
04/11/2019;941,8;169,99
01/11/2019;956,2;161,38
31/10/2019;942,4;160,12
30/10/2019;966;158,14
29/10/2019;952,6;157,78
28/10/2019;964,4;157,45
25/10/2019;957,8;156,09
24/10/2019;972,8;155,03
23/10/2019;970,2;151,97
22/10/2019;986;153,9
21/10/2019;983,8;156,05
18/10/2019;985,6;155,85
17/10/2019;998;157,61
16/10/2019;993;159,87
15/10/2019;996;156,1
14/10/2019;1001,5;154,77
11/10/2019;999;153,32
10/10/2019;999;150,15
09/10/2019;1009;149,3
08/10/2019;1011;147,54
07/10/2019;1013;149,79
04/10/2019;1004;149,56
03/10/2019;990,2;149,44
02/10/2019;986,6;146,9
01/10/2019;1005;151,96
30/09/2019;1012,5;154,09
27/09/2019;1017;152,12
26/09/2019;1015;151,48
25/09/2019;997,4;150,35
24/09/2019;998,8;150,66
23/09/2019;992,6;152,77
20/09/2019;991;152,08
19/09/2019;989;153,62
18/09/2019;989,8;154,78
17/09/2019;992,4;153,96
16/09/2019;980;150,96
13/09/2019;988;152,6
12/09/2019;989,8;154,44
11/09/2019;995,4;151,55
10/09/2019;994;151,04
09/09/2019;1015,5;160,74
06/09/2019;1025,5;163,11
05/09/2019;1019;161,88
04/09/2019;1024;159,99
03/09/2019;1019,5;158,01
02/09/2019;1011;157,75
30/08/2019;1001,5;157,75
29/08/2019;996,4;158,22
28/08/2019;990,8;157,65
27/08/2019;985;160,39
26/08/2019;992,4;156,6
23/08/2019;1000,5;153,22
22/08/2019;999,6;155,11
21/08/2019;1011,5;156,49
20/08/2019;999,2;155,03
19/08/2019;982;156,18
16/08/2019;1002;155,83
15/08/2019;990,2;155,32
14/08/2019;950;155,9
13/08/2019;973,6;160,82
12/08/2019;973,4;158,01
09/08/2019;976;158,87
08/08/2019;975,2;160,1
07/08/2019;876,4;158,11
06/08/2019;870,8;156,59
05/08/2019;873;156,78
02/08/2019;913,8;159,48
01/08/2019;923;163
31/07/2019;921,6;161,08
30/07/2019;911,8;160,14
29/07/2019;907;164,68
26/07/2019;927,4;165,85
25/07/2019;914,8;166,27
24/07/2019;901,8;167,51
23/07/2019;902,2;168,43
22/07/2019;899;167,1
19/07/2019;898,8;166,5
18/07/2019;893;168,7
17/07/2019;892,6;168,75
16/07/2019;896;169,12
15/07/2019;900,8;168,47
12/07/2019;900,2;166,51
11/07/2019;912,4;166,43
10/07/2019;913;167
09/07/2019;918;165,64
08/07/2019;923,6;165,85
05/07/2019;908;165,61
04/07/2019;914,2;167,51
03/07/2019;918,8;167,51
02/07/2019;892,6;165,12
01/07/2019;878;163,19
28/06/2019;870,2;161,42
27/06/2019;864,4;160,86
26/06/2019;881;159,5
25/06/2019;887,8;159,74
24/06/2019;886,2;162,21
21/06/2019;874,6;162,21
20/06/2019;882,6;161,16
19/06/2019;881,8;157,83
18/06/2019;889,8;158,21
17/06/2019;882;154,14
14/06/2019;880;152,86
13/06/2019;906;154,05
12/06/2019;908;154,63
11/06/2019;892,8;154,72
07/06/2019;895,4;150,34
06/06/2019;888,4;148,48
04/06/2019;864,6;143,04
03/06/2019;878;141,97
29/05/2019;880,6;143,07
28/05/2019;902,8;144,52
27/05/2019;899,6;144,29
24/05/2019;894,8;144,29
23/05/2019;882,2;142,33
22/05/2019;885,6;142,87
21/05/2019;875;143,86
20/05/2019;880;141,54
16/05/2019;881,4;143,66
15/05/2019;880;143,64
14/05/2019;872,8;140,94
13/05/2019;872,8;138,68
10/05/2019;874,4;141,33
09/05/2019;875,4;141,16
08/05/2019;873,6;141,04
07/05/2019;868,4;137,7
06/05/2019;869,6;132,33
03/05/2019;875,4;134,14
02/05/2019;858,6;134,73
30/04/2019;859,8;136,03
29/04/2019;862,8;135,52
26/04/2019;864;135,4
25/04/2019;842,2;135,56
24/04/2019;850,2;136,48
23/04/2019;848,4;138,96
17/04/2019;840;137,69
16/04/2019;847,6;138,09
15/04/2019;856;137,03
12/04/2019;847,2;138,57
11/04/2019;850;137,26
10/04/2019;850;136,51
09/04/2019;848,6;136,44
08/04/2019;849,6;137,13
05/04/2019;839,8;136,94
04/04/2019;843;136,47
03/04/2019;845;136,18
02/04/2019;840;135,97
01/04/2019;833,6;135,05
29/03/2019;831,2;133,8
28/03/2019;836,8;133,05
27/03/2019;828;132,78
26/03/2019;828,2;132,96
25/03/2019;809,8;131,12
22/03/2019;819,6;128,65
21/03/2019;822,4;132,39
20/03/2019;819,2;131,75
19/03/2019;827,8;131,61
18/03/2019;823,8;132,28
15/03/2019;820,4;131,78
14/03/2019;817;131,19
13/03/2019;827,6;130,05
12/03/2019;829,4;130,19
11/03/2019;822,6;130,76
08/03/2019;823;128,88
07/03/2019;823;128,32
06/03/2019;817,4;130,11
05/03/2019;814;131,76
04/03/2019;812,6;130,8
01/03/2019;804,4;131,8
28/02/2019;794,6;128,26
27/02/2019;793,2;128,67
26/02/2019;811,8;129,05
25/02/2019;802,6;128,04
22/02/2019;800,2;126,03
21/02/2019;799,8;126,3
20/02/2019;795;125,77
19/02/2019;789,4;126,37
18/02/2019;798,6;125,98
15/02/2019;797,4;125,98
14/02/2019;794,8;125,06
13/02/2019;787;125,25
12/02/2019;788,2;126,44
11/02/2019;788,8;123,5
08/02/2019;779,6;124,28
07/02/2019;782,2;124,59
06/02/2019;778,6;126,96
05/02/2019;750,8;127,28
04/02/2019;752,2;127,22
01/02/2019;755,4;127,13
31/01/2019;745,4;126,3
30/01/2019;736,8;112,69
29/01/2019;740,2;110,55
28/01/2019;730;110,42
25/01/2019;730,4;111,24
24/01/2019;735,2;112,39
23/01/2019;727,2;110,2
22/01/2019;729,6;111,69
21/01/2019;735;113,29
18/01/2019;738,4;113,29
17/01/2019;727,2;113,71
16/01/2019;722;113,13
15/01/2019;719;112,37
14/01/2019;711,2;110,88
11/01/2019;717,2;110,84
10/01/2019;703,2;110,79
09/01/2019;697;111,19
08/01/2019;697,4;108,58
07/01/2019;700;104,48
04/01/2019;710,2;102,23
03/01/2019;693,8;96,98
02/01/2019;699;98,7
28/12/2018;692,6;98,4
27/12/2018;685,4;99,75
21/12/2018;701;98,16
20/12/2018;713,2;101,52
19/12/2018;715,8;102,43
18/12/2018;708;100,8
17/12/2018;711,8;99,94
14/12/2018;719;101,49
13/12/2018;722,2;104,1
12/12/2018;722,8;105,42
11/12/2018;719;104,96
10/12/2018;711,2;104,93
07/12/2018;715,4;104,84
06/12/2018;712,4;107,53
05/12/2018;730;108,37
04/12/2018;735;108,37
03/12/2018;728,8;111,68
30/11/2018;730;109,6
29/11/2018;717,4;109,21
28/11/2018;720,6;108,33
27/11/2018;723,8;104,77
26/11/2018;729;109,22
23/11/2018;722,8;106,66
22/11/2018;718;106,73
21/11/2018;719,8;106,73
20/11/2018;721,6;105,24
19/11/2018;731,6;108,82
16/11/2018;734,2;110,74
15/11/2018;735;111,8
14/11/2018;732;110,8
13/11/2018;732,8;109,61
12/11/2018;729;106,42
09/11/2018;731,4;110,07
08/11/2018;726,2;114,2
07/11/2018;726,4;116,07
06/11/2018;733,2;115,99
05/11/2018;726,8;117,58
02/11/2018;732,2;119,53
01/11/2018;733,6;119,98
31/10/2018;726,6;117,11
30/10/2018;720,4;116,28
29/10/2018;721,8;115,02
26/10/2018;714;116,17
25/10/2018;717,2;115,38
24/10/2018;731,8;111,79
23/10/2018;730,4;115,28
22/10/2018;747;116,28
19/10/2018;748,2;116,51
18/10/2018;743,6;114,25
17/10/2018;735,2;118,93
16/10/2018;743,4;121,75
15/10/2018;724,2;115,01
12/10/2018;726,2;116,3
11/10/2018;723,6;115,54
10/10/2018;731,8;117,63
09/10/2018;734,8;128,95
08/10/2018;735,4;129,68
05/10/2018;751,2;132,28
04/10/2018;754,4;133,06
03/10/2018;774;135,81
02/10/2018;770;137,57
01/10/2018;766;137,77
28/09/2018;770,4;136,91
27/09/2018;770,4;140,19
26/09/2018;769;140,79
25/09/2018;773;139,04
24/09/2018;763,8;139
21/09/2018;770,8;137,47
20/09/2018;756,8;137,29
19/09/2018;753,8;135,81
18/09/2018;757;138,32
17/09/2018;757,2;132,8
14/09/2018;759,2;132,14
13/09/2018;760,2;133,45
12/09/2018;758,2;132,79
11/09/2018;759,2;129,54
10/09/2018;774,2;126,74
07/09/2018;774,2;126,86
06/09/2018;770,2;126,43
05/09/2018;774;127,11
04/09/2018;784;128,58
03/09/2018;783;131,09
31/08/2018;784;131,09
30/08/2018;788;132,93
29/08/2018;792;134,2
28/08/2018;792,6;130,04
27/08/2018;791;128,2
24/08/2018;787,6;127,52
23/08/2018;791,2;124,79
22/08/2018;796,6;125,09
21/08/2018;795,6;126,33
20/08/2018;794,6;123,35
17/08/2018;784;120,8
16/08/2018;790;120,5
15/08/2018;763,6;119,23
14/08/2018;772,6;121
13/08/2018;772,4;122
10/08/2018;770,2;120,63
09/08/2018;770,6;123,83
08/08/2018;761;125,84
07/08/2018;773;125,13
06/08/2018;774,6;123,99
03/08/2018;776,4;124,84
02/08/2018;776;126,18
01/08/2018;776;118
31/07/2018;768,2;132,62
30/07/2018;775,4;130,5
27/07/2018;784,8;131,6
26/07/2018;784,2;131,63
25/07/2018;784,8;134,52
24/07/2018;785;133,25
23/07/2018;783,4;136,49
20/07/2018;786;140
19/07/2018;787,6;142,52
18/07/2018;782,4;143,03
17/07/2018;782,6;143,68
16/07/2018;777,6;142
13/07/2018;775,6;142,51
12/07/2018;770,6;139,66
11/07/2018;779,6;136,21
10/07/2018;781,2;137,7
09/07/2018;777,8;136,38
06/07/2018;779,6;135,36
05/07/2018;769,8;135,94
04/07/2018;768,4;133,94
03/07/2018;751,2;133,94
02/07/2018;751,6;135,15
29/06/2018;751,6;135,01
28/06/2018;748,2;135,05
27/06/2018;748;135,18
26/06/2018;745,8;137,13
25/06/2018;752,8;136,9
22/06/2018;750,6;139,48
21/06/2018;742,2;140,9
20/06/2018;731,4;143,21
19/06/2018;729;145,45
18/06/2018;730;147,81
15/06/2018;745,2;148,9
14/06/2018;739,6;149,33
13/06/2018;735,4;143,96
12/06/2018;733,8;140,64
11/06/2018;730,6;139,08
08/06/2018;720,2;136,37
07/06/2018;713;136,45
06/06/2018;714,4;139,46
04/06/2018;722,8;132,25
01/06/2018;710;132,9
31/05/2018;708;131,35
30/05/2018;713,6;130,25
29/05/2018;713,4;127,02
28/05/2018;721,4;131,19
25/05/2018;722,6;131,19
24/05/2018;711,4;131,44
23/05/2018;710,2;131,31
22/05/2018;705,8;132,46
18/05/2018;705,2;132,53
17/05/2018;704,4;133,73
16/05/2018;710,4;133,84
15/05/2018;708;133,89
14/05/2018;711,6;135,2
09/05/2018;713,2;135,64
08/05/2018;712,4;136,77
07/05/2018;707,6;140,39
04/05/2018;705;137,33
03/05/2018;697,6;130,99
02/05/2018;702;125,81
30/04/2018;691,4;122,68
26/04/2018;691,2;122,98
25/04/2018;686,4;122,82
24/04/2018;683,2;122,75
23/04/2018;683;121,88
20/04/2018;684,2;122,68
19/04/2018;682,8;123,19
18/04/2018;687,4;124,8
17/04/2018;690;125,23
16/04/2018;686,8;123,01
13/04/2018;696,6;122,43
12/04/2018;687,6;122,02
11/04/2018;691,2;120,43
10/04/2018;693,6;122,11
09/04/2018;708,6;120,19
06/04/2018;716,8;120,75
05/04/2018;710,8;121,34
04/04/2018;717;120,44
03/04/2018;722,2;120,61
28/03/2018;720,8;119,62
27/03/2018;709,6;119,7
26/03/2018;702,6;121,31
23/03/2018;706,4;118,39
22/03/2018;706;120,42
21/03/2018;708,6;123,53
20/03/2018;717,2;121,68
19/03/2018;710,8;121,26
16/03/2018;716,4;121,94
15/03/2018;715,2;122,79
14/03/2018;723,8;122,25
13/03/2018;733,2;123,1
12/03/2018;736;124,32
09/03/2018;737;124,71
08/03/2018;729;123,82
07/03/2018;723,2;124,72
06/03/2018;725,8;122,75
05/03/2018;728,2;121,5
02/03/2018;735,4;121,11
01/03/2018;743;121,53
28/02/2018;750,2;124,21
